Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Last Close,Last Yr`s EPS (F0) Before NRI,F1 Consensus Est.,F2 Consensus Est.
3M,MMM,76696.23,NYSE,12,Conglomerates,Diversified Operations,142.51,7.3,7.66,8.25
Maximus,MMS,3898.25,NYSE,9,Business Services,Government Services,69.18,6.11,6.49,6.27
Merit Medical Systems,MMSI,5493.3,NSDQ,12,Medical,Medical - Dental Supplies,92.95,3.46,3.35,3.79
,MMT,254.39,NYSE,10,Finance,Financial - Investment Funds,4.6,,,
Mills Music Trust,MMTRS,7.78,OTC,12,Finance,Financial - Miscellaneous Services,28,,,
,MMU,541.82,NYSE,5,Finance,Financial - Investment Funds,9.92,,,
MultiMetaVerse Holdings Limited,MMVVF,1.89,OTC,12,Consumer Discretionary,Media Conglomerates,0.051,,,
MakeMyTrip Limited,MMYT,10506.51,NSDQ,3,Computer and Technology,Internet - Delivery Services,94.43,1.56,1.98,2.31
MIND C.T.I.,MNDO,27.9,NSDQ,12,Computer and Technology,Internet - Software,1.37,0.22,,
Mobile-health Network Solutions,MNDR,4.02,NSDQ,6,Medical,Medical Info Systems,1.3893,-4.48,-0.32,0.16
monday.com,MNDY,14593.78,NSDQ,12,Computer and Technology,Internet - Software,287.43,3.5,3.79,4.55
MannKind,MNKD,1157.98,NSDQ,12,Medical,Medical - Biomedical and Genetics,3.81,0.1,0.18,0.2
Mind Medicine MindMed,MNMD,535.67,NSDQ,12,Medical,Medical - Biomedical and Genetics,7.09,-1.54,-1.49,-1.44
MediciNova,MNOV,62.29,NSDQ,12,Medical,Medical - Biomedical and Genetics,1.27,-0.23,-0.27,-0.29
Monopar Therapeutics,MNPR,201.8,NSDQ,12,Medical,Medical - Biomedical and Genetics,33,-4.11,-2.03,-3.85
Mach Natural Resources LP,MNR,1817.62,NYSE,12,Oils-Energy,Oil and Gas - Exploration and Production - United States,15.36,2.27,2.41,2.47
Monro Muffler Brake,MNRO,422.86,NSDQ,3,Consumer Discretionary,Consumer Services - Miscellaneous,14.11,0.48,0.74,0.91
MainStreet Bank,MNSB,140.45,NSDQ,12,Finance,Banks - Northeast,18.23,0.54,1.77,2.15
MINISO Group Holding Limited,MNSO,5615.38,NYSE,12,Retail-Wholesale,Retail - Apparel and Shoes,17.95,1.15,1.12,1.57
Monster Beverage,MNST,61625.8,NSDQ,12,Consumer Staples,Beverages - Soft drinks,63.19,1.62,1.86,2.08
Montauk Renewables,MNTK,296.26,NSDQ,12,Oils-Energy,Alternative Energy - Other,2.08,0.07,0.06,0.09
Mentor Capital,MNTR,1.02,OTC,12,Finance,Financial - Miscellaneous Services,0.047,-0.04,,
Momentus,MNTS,7.59,NSDQ,12,Aerospace,Aerospace - Defense,1.37,-23.19,,
MoneyHero Limited,MNY,33.95,NSDQ,12,Finance,Financial - Miscellaneous Services,0.81,-0.9,-0.01,0.02
Altria Group,MO,100208.04,NYSE,12,Consumer Staples,Tobacco,59.49,5.12,5.39,5.55
Mongolia Energy,MOAEF,2.66,OTC,3,Oils-Energy,Coal,0.0706,1.14,,
Mobilicom Limited Sponsored ADR,MOB,20.39,NSDQ,12,Industrial Products,Security and Safety Services,2.72,-1.32,,
Mobiquity Technologies,MOBQ,36.33,OTC,12,Business Services,Advertising and Marketing,1.73,-0.85,,
"Mobix Labs, Inc.",MOBX,42.12,NSDQ,9,Computer and Technology,Electronics - Semiconductors,0.79,-0.75,,
Modine Manufacturing,MOD,5034.86,NYSE,3,Auto-Tires-Trucks,Automotive - Original Equipment,96.1,4.05,4.51,5.61
"Modular Medical, Inc.",MODD,43.72,NSDQ,3,Medical,Medical - Products,0.806,-0.78,,
TOPGOLF CALLAWY,MODG,1536.17,NYSE,12,Consumer Discretionary,Leisure and Recreation Products,8.36,0.23,-0.57,-0.6
ModivCare,MODV,51.96,NSDQ,12,Medical,Medical Services,3.62,0.79,-2.79,-1.02
MidWestOne Financial Group,MOFG,570.59,NSDQ,12,Finance,Banks - Midwest,27.41,2.23,3.19,3.52
Moog,MOG.A,5486.28,NYSE,9,Aerospace,Aerospace - Defense Equipment,174,7.8,8.17,9.43
Moog,MOG.B,5611.77,NYSE,9,Aerospace,Aerospace - Defense Equipment,177.98,7.8,,
Mogo,MOGO,29.61,NSDQ,12,Business Services,Technology Services,1.21,-0.12,-0.21,-0.16
MOGU,MOGU,17.57,NYSE,3,Retail-Wholesale,Retail - Apparel and Shoes,2.1388,-0.76,,
Molina Healthcare,MOH,16007.43,NYSE,12,Medical,Medical - HMOs,295.34,22.65,24.43,28.03
Molecular Partners AG Sponsored ADR,MOLN,154.23,NSDQ,12,Medical,Medical - Biomedical and Genetics,3.82,-1.81,-1.9,-1.66
Momo,MOMO,1034.98,NSDQ,12,Computer and Technology,Internet - Software,8.59,1.57,1.02,1.19
MONDI PLC UNS,MONDY,7101.22,OTC,12,Basic Materials,Paper and Related Products,32.175,1.79,2.41,3.04
Morningstar,MORN,12792.21,NSDQ,12,Business Services,Business - Information Services,302.78,7.89,,
The Mosaic Company,MOS,11559.89,NYSE,12,Basic Materials,Fertilizers,36.44,1.98,2.85,2.31
Movado Group,MOV,342,NYSE,1,Retail-Wholesale,Retail - Jewelry,15.38,1.12,2.57,
Movano,MOVE,5.42,NSDQ,12,Medical,Medical Info Systems,0.77,-3.94,,
MP Materials,MP,6083.84,NYSE,12,Basic Materials,Mining - Miscellaneous,37.22,-0.44,-0.45,0.03
,MPA,138.95,NYSE,10,Finance,Financial - Investment Funds,10.73,,,
Motorcar Parts of America,MPAA,192.61,NSDQ,3,Auto-Tires-Trucks,Automotive - Replacement Parts,9.91,0.63,1.68,
Mid Penn Bancorp,MPB,516.8,NSDQ,12,Finance,Banks - Northeast,26.7,2.78,2.76,3.4
Marathon Petroleum,MPC,51433.74,NYSE,12,Oils-Energy,Oil and Gas - Refining and Marketing,167.42,9.51,6.95,11.49
PAGEGROUP,MPGPF,1202.74,OTC,12,Business Services,Consulting Services,3.66,0.12,,
MPLX LP,MPLX,52479.44,NYSE,12,Oils-Energy,Oil and Gas - Production and Pipelines,51.41,4.21,4.42,4.72
Meituan Unsponsored ADR,MPNGY,102920.39,OTC,12,Business Services,Technology Services,33.69,1.93,,
"M-tron Industries, Inc.",MPTI,116.93,AMEX,12,Construction,Engineering - R and D Services,40.08,2.65,2.45,2.68
Mega Matrix Inc.,MPU,31.04,AMEX,12,Consumer Discretionary,Broadcast Radio and Television,0.89,-0.21,,
,MPV,200.87,NYSE,12,Finance,Financial - Investment Management,18.91,,,
Mountain Province Diamonds,MPVDF,9.69,OTC,12,Basic Materials,Mining - Miscellaneous,0.045,-0.14,,
Medical Properties Trust,MPW,2655.6,NYSE,12,Finance,REIT and Equity Trust - Other,4.42,0.8,0.57,0.7
Monolithic Power Systems,MPWR,33192.33,NSDQ,12,Computer and Technology,Semiconductor - Analog and Mixed,693.24,14.12,17.08,20.3
Marine Products,MPX,287.33,NYSE,12,Consumer Discretionary,Leisure and Recreation Products,8.22,0.5,,
Marqeta,MQ,2580.16,NSDQ,12,Business Services,Financial Transaction Services,5.51,0.05,-0.11,-0.03
Murata Manufacturing,MRAAY,28424.27,OTC,3,Industrial Products,Manufacturing - Electronics,7.24,0.41,,
Marpai,MRAI,19.64,OTC,12,Business Services,Technology Services,1.25,-2,,
EVERSPIN TECH,MRAM,136.38,NSDQ,12,Business Services,Technology Services,6.07,0.34,,
Meridian Bank,MRBK,129.67,NSDQ,12,Finance,Banks - Northeast,11.49,1.45,1.52,2.12
MRC Global,MRC,1094.77,NYSE,12,Industrial Products,Steel - Pipe and Tube,12.72,0.66,0.86,0.95
Monroe Capital,MRCC,138.23,NSDQ,12,Finance,Financial - Investment Management,6.38,1.15,0.85,0.74
Mercury Systems,MRCY,3073.2,NSDQ,6,Aerospace,Aerospace - Defense Equipment,51.43,-0.69,0.39,0.87
MEREO BIOPHARMA,MREO,456.33,NSDQ,12,Medical,Medical - Biomedical and Genetics,2.87,-0.06,-0.01,-0.03
Margo Caribe,MRGO,57.47,OTC,12,Consumer Staples,Agriculture - Operations,12,,,
Marin Software,MRIN,4.59,NSDQ,12,Business Services,Advertising and Marketing,1.44,-4.68,,
Merck & Co.,MRK,199099.67,NYSE,12,Medical,Large Cap Pharmaceuticals,79.29,7.65,8.92,9.73
MARKER THERAPEUTICS,MRKR,16.63,NSDQ,12,Medical,Medical - Drugs,1.47,-1.19,-3.35,-4.92
MEDIROM Healthcare Technologies,MRM,43.29,NSDQ,12,Medical,Medical - Outpatient and Home Healthcare,1.525,0.19,,
MariMed Inc.,MRMD,27.14,OTC,12,Medical,Medical - Products,0.0695,-0.01,-0.04,-0.02
Moderna,MRNA,9823.24,NSDQ,12,Medical,Medical - Biomedical and Genetics,25.4,-8.87,-9.81,-6.94
Murano Global BV,MRNO,137.04,NSDQ,12,Finance,Real Estate - Operations,9.69,,,
"Millrose Properties, Inc.",MRP,4682.96,NYSE,12,Finance,Real Estate - Operations,28.21,,,
Mersana Therapeutics,MRSN,44.38,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.3561,-0.56,-0.59,-0.51
,MRT,148.86,AMEX,12,Business Services,Technology Services,2.61,-1.25,-0.34,0.08
Maxus Realty Trust,MRTI,68.29,OTC,12,Finance,REIT and Equity Trust - Residential,57.5,,,
Marten Transport,MRTN,1048.01,NSDQ,12,Transportation,Transportation - Truck,12.86,0.33,0.31,0.52
Merus,MRUS,3639.94,NSDQ,12,Medical,Medical - Biomedical and Genetics,52.59,-2.84,-4.86,-4.88
Maravai LifeSciences,MRVI,511.87,NSDQ,12,Medical,Medical - Products,2.01,-0.1,-0.25,-0.18
Marvell Technology,MRVL,64744.1,NSDQ,1,Computer and Technology,Electronics - Semiconductors,74.95,1.57,2.79,3.57
Marex Group PLC,MRX,2855.45,NSDQ,12,Finance,Financial - Miscellaneous Services,39.24,3.07,3.35,3.64
Morgan Stanley,MS,212604.38,NYSE,12,Finance,Financial - Investment Bank,132.52,7.95,8.58,9.28
MSA Safety Incorporporated,MSA,6490.19,NYSE,12,Industrial Products,Security and Safety Services,165.12,7.7,7.87,8.76
MS&AD Insurance Group,MSADY,35754.7,OTC,3,Finance,Insurance - Property and Casualty,22.23,3.02,3.14,2.85
"MultiSensor AI Holdings, Inc.",MSAI,23.44,NSDQ,12,Computer and Technology,Internet - Software,0.701,-0.81,-0.36,-0.27
Mesabi Trust,MSB,314.88,NYSE,1,Basic Materials,Mining - Iron,24,7.11,,
Mitsubishi,MSBHF,79487.16,OTC,3,Conglomerates,Diversified Operations,19.99,1.56,1.28,1.37
Midland States Bancorp,MSBI,348.63,NSDQ,12,Finance,Banks - Northeast,16.29,-1.05,2.5,2.62
STUDIO CITY IH,MSC,592.11,NYSE,12,Consumer Discretionary,Leisure and Recreation Services,2.81,-0.49,,
MSCI,MSCI,42068.43,NYSE,12,Finance,Financial - Investment Management,543.72,15.2,16.8,18.78
Satellos Bioscience Inc.,MSCLF,72.53,OTC,12,Medical,Medical - Biomedical and Genetics,0.4114,-0.04,,
,MSD,158.52,NYSE,12,Finance,Financial - Investment Funds,7.815,,,
Morgan Stanley Direct Lending Fund,MSDL,1705.66,NYSE,12,Finance,Financial - SBIC & Commercial Industry,19.4,2.48,2.08,2.04
Middlesex Water Company,MSEX,1006.58,NSDQ,12,Utilities,Utility - Water Supply,56.17,2.47,2.53,2.67
Microsoft,MSFT,3569404.75,NSDQ,6,Computer and Technology,Computer - Software,480.24,11.8,13.33,14.91
Madison Square Garden Entertainment Corp.,MSGE,1517.78,NYSE,6,Consumer Discretionary,Media Conglomerates,37.39,2.97,0.74,1.8
Motorsport Games,MSGM,16.06,NSDQ,12,Consumer Discretionary,Gaming,2.78,-0.94,,
The Madison Square Garden Company,MSGS,4588.52,NYSE,6,Consumer Discretionary,Leisure and Recreation Services,191.11,2.44,-0.97,0.88
Motorola Solutions,MSI,67557.5,NYSE,12,Computer and Technology,Wireless Equipment,404.74,13.84,14.7,15.84
MSC,MSM,4574.19,NYSE,8,Industrial Products,Industrial Services,82.09,4.81,3.55,3.93
Emerson Radio,MSN,8.25,AMEX,3,Consumer Discretionary,Audio Video Production,0.3921,-0.11,,
"MSP Recovery, Inc.",MSPR,11.46,NSDQ,12,Medical,Medical Info Systems,1.39,-41.22,,
Maison Solutions Inc.,MSS,17.74,NSDQ,4,Consumer Discretionary,Consumer Products - Discretionary,0.9007,0.19,,
MicroStrategy,MSTR,100894.02,NSDQ,12,Computer and Technology,Computer - Software,369.03,-6.72,-15.73,-0.4
Mid-Southern Bancorp,MSVB,45.53,OTC,12,Finance,Banks - Northeast,16.25,0.65,,
Ming Shing Group Holdings Limited,MSW,55.85,NSDQ,12,Construction,Building Products - Mobile Homes and RV Builders,4.38,,,
ArcelorMittal,MT,25135.26,NYSE,12,Basic Materials,Steel - Producers,30.68,2.95,4.14,4.89
Metalla Royalty & Streaming,MTA,329.39,AMEX,12,Basic Materials,Mining - Miscellaneous,3.56,-0.06,-0.01,0.04
MAC Copper Limited,MTAL,984.32,NYSE,12,Basic Materials,Mining - Miscellaneous,11.94,-0.98,0.85,0.93
M&T Bank,MTB,29165.77,NYSE,12,Finance,Banks - Major Regional,181.7,14.88,16.11,18.45
"Moatable, Inc. Sponsored ADR",MTBLY,19.6,OTC,12,Computer and Technology,Internet - Software,1.1,-0.14,,
MMTec,MTC,23.27,NSDQ,12,Business Services,Technology Services,0.9349,-0.8,,
Match Group,MTCH,7588,NSDQ,12,Computer and Technology,Internet - Software,30.3,2.99,3.38,3.88
MettlerToledo International,MTD,23806.06,NYSE,12,Medical,Medical - Instruments,1145.47,41.11,41.51,46.2
Matador Resources,MTDR,6394.1,NYSE,12,Oils-Energy,Oil and Gas - Exploration and Production - United States,51.07,7.48,6.28,5.98
Maris-Tech,MTEK,23.75,NSDQ,12,Business Services,Technology Services,2.93,-0.16,,
Mingteng International Corporation Inc.,MTEN,82.69,NSDQ,12,Auto-Tires-Trucks,Automotive - Original Equipment,12.09,-0.97,,
Mannatech,MTEX,16.73,NSDQ,12,Medical,Medical - Drugs,8.8,1.32,,
MGIC Investment,MTG,6398.94,NYSE,12,Finance,Insurance - Multi line,26.95,2.91,2.9,3.05
Meritage Homes,MTH,4485.08,NYSE,12,Construction,Building Products - Home Builders,62.44,21.44,8.16,8.87
Mitsubishi Chemical,MTLHY,7491.32,OTC,3,Basic Materials,Chemical - Diversified ,26.33,1.04,,
Vail Resorts,MTN,5764.94,NYSE,7,Consumer Discretionary,Leisure and Recreation Services,155.17,6.07,7.72,7.83
Matinas Biopharma,MTNB,4.58,AMEX,12,Medical,Medical - Drugs,0.8999,-4.98,,
MTN Group,MTNOY,13052.72,OTC,12,Computer and Technology,Wireless Non-US ,7.23,0.05,,
Mesa Royalty Trust,MTR,16.31,NYSE,12,Oils-Energy,Oil and Gas - Royalty Trust - United States,8.75,1.53,,
Materion,MTRN,1605.82,NYSE,12,Basic Materials,Mining - Miscellaneous,77.15,5.34,4.88,5.77
Matrix Service,MTRX,350.93,NSDQ,6,Oils-Energy,Oil and Gas - Mechanical and and Equipment,12.71,-1.06,-0.64,0.63
MACOM Technology Solutions,MTSI,9985.32,NSDQ,9,Computer and Technology,Semiconductor - Analog and Mixed,134.32,2.56,3.46,3.99
Metsera Inc.,MTSR,2911.09,NSDQ,12,Medical,Medical - Biomedical and Genetics,27.71,-14.49,-3.32,-3.52
MTU Aero Engines,MTUAY,22529.85,OTC,12,Aerospace,Aerospace - Defense,209.29,7.6,8.87,9.77
METALLUS INC,MTUS,610.15,NYSE,12,Basic Materials,Steel - Speciality,14.49,0.57,0.81,1.63
MetaVia Inc.,MTVA,13.71,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.7,-3.56,-1.05,-0.73
The Manitowoc Company,MTW,400.51,NYSE,12,Industrial Products,Manufacturing - Construction and Mining,11.3,0.41,0.43,1.05
Minerals Technologies,MTX,1707.19,NYSE,12,Basic Materials,Chemical - Specialty,53.8,6.15,5.76,6.83
MasTec,MTZ,12992.13,NYSE,12,Construction,Building Products - Heavy Construction,164.66,3.95,6.07,7.1
Micron Technology,MU,136142.56,NSDQ,8,Computer and Technology,Computer - Integrated Systems,121.82,1.3,6.93,10.8
,MUB,38302.55,NYSE,12,Finance,Financial - Investment Funds,103.97,,,
Paul Mueller Co.,MUEL,284.64,OTC,12,Industrial Products,Manufacturing - General Industrial ,306,30.46,,
Mitsubishi UFJ Financial Group,MUFG,163034.78,NYSE,3,Finance,Banks - Foreign,13.51,1.12,1.14,
Murphy Oil,MUR,3576.47,NYSE,12,Oils-Energy,Oil and Gas - Exploration and Production - United States,25.06,2.76,1.72,2.51
Mural Oncology PLC,MURA,42.65,NSDQ,12,Medical,Medical - Drugs,2.47,-7.58,-4.52,-1.76
Mnchener RckversicherungsGesellschaft,MURGY,83220.91,OTC,12,Finance,Insurance - Multi line,12.74,0.93,1.07,1.18
Murphy USA,MUSA,8052.28,NYSE,12,Retail-Wholesale,Retail - Convenience Stores,407.47,24.11,24.9,28.57
McEwen Mining,MUX,510.72,NYSE,12,Basic Materials,Mining - Miscellaneous,9.46,-0.86,-0.28,-0.16
Mvb Financial,MVBF,267.56,NSDQ,12,Finance,Banks - Northeast,20.59,1.53,1.42,2.45
,MVF,398.07,NYSE,8,Finance,Financial - Investment Funds,6.6,,,
Microvision,MVIS,311.58,NSDQ,12,Computer and Technology,Lasers Systems and Components,1.25,-0.46,,
Mission Valley Bancorp,MVLY,50.99,OTC,12,Finance,Banks - Southwest,15.24,1.87,,
MV Oil Trust,MVO,68.54,NYSE,12,Oils-Energy,Oil and Gas - Royalty Trust - United States,5.96,1.54,,
Microvast,MVST,1408.73,NSDQ,12,Business Services,Technology Services,4.33,-0.27,0.13,0.24
Mueller Water Products,MWA,3664.69,NYSE,9,Industrial Products,Steel - Pipe and Tube,23.39,0.96,1.23,1.37
MEDWELLAI INC,MWAI,2.09,OTC,6,Finance,Financial - Miscellaneous Services,0.341,-2.72,,
Multi Ways Holdings Limited,MWG,8.83,AMEX,12,Industrial Products,Manufacturing - General Industrial ,0.265,-0.09,,
"Marwynn Holdings, Inc.",MWYN,28.82,NSDQ,12,Computer and Technology,Internet - Software,1.69,,,
Magnachip Semiconductor,MX,138.85,NYSE,12,Computer and Technology,Semiconductor - Analog and Mixed,3.85,-0.77,-0.42,-0.45
Mexco Energy,MXC,26.82,AMEX,3,Oils-Energy,Oil and Gas - Exploration and Production - United States,13.11,0.62,,
Orbia Advance,MXCHY,1308.72,OTC,12,Basic Materials,Chemical - Specialty,1.33,0.16,0.04,0.12
MaxCyte,MXCT,224.54,NSDQ,12,Medical,Medical - Biomedical and Genetics,2.11,-0.39,-0.38,-0.37
,MXE,44.71,NYSE,7,Finance,Financial - Investment Funds,10.16,,,
,MXF,246.98,NYSE,10,Finance,Financial - Investment Funds,16.87,,,
MaxLinear,MXL,1109.55,NSDQ,12,Computer and Technology,Semiconductor - Analog and Mixed,13.11,-0.9,0.25,0.67
Myers Industries,MYE,543.16,NYSE,12,Industrial Products,Rubber - Plastics,14.53,1.04,1.02,1.56
First Western Financial,MYFW,204.7,NSDQ,12,Finance,Banks - Midwest,21.07,0.87,1.82,2.25
Myriad Genetics,MYGN,467.34,NSDQ,12,Medical,Medical - Biomedical and Genetics,5.07,0.14,0.01,0.19
,MYN,362.44,NYSE,10,Finance,Financial - Investment Funds,9.46,,,
Mynaric,MYNAY,3.39,OTC,12,Computer and Technology,Communication - Components,0.15,-4.19,,
"Mynd.ai, Inc. Unsponsored ADR",MYND,44.28,AMEX,12,Consumer Discretionary,Schools,0.97,-0.23,,
Mainz Biomed NV,MYNZ,5.26,NSDQ,12,Medical,Medical - Biomedical and Genetics,1.53,-22.36,-9.2,
Myomo,MYO,97.5,AMEX,12,Medical,Medical - Products,2.71,-0.16,-0.16,0.05
PLAYSTUDIOS,MYPS,178.87,NSDQ,12,Consumer Discretionary,Gaming,1.43,-0.06,-0.03,0.06
MYR Group,MYRG,2607.06,NSDQ,12,Utilities,Electric Construction,167.95,1.83,6.59,7.48
My Size,MYSZ,3.5,NSDQ,12,Computer and Technology,Internet - Software,1.127,-3.7,-2.7,
Mazda Motor,MZDAY,3722.22,OTC,3,Auto-Tires-Trucks,Automotive - Foreign,2.9525,0.76,-0.18,-0.03
Nano Labs Ltd. Sponsored ADR,NA,187.45,NSDQ,12,Computer and Technology,Electronics - Semiconductors,11.959,-1.96,,
NaaS Technology Inc. Sponsored ADR,NAAS,9.15,NSDQ,12,Computer and Technology,Electronics - Power Generation,1.06,-35.2,,
Nable,NABL,1491.68,NYSE,12,Business Services,Technology Services,7.89,0.48,0.36,0.46
National Australia Bank,NABZY,78167.6,OTC,9,Finance,Banks - Foreign,12.75,0.75,0.75,0.74
"Niagen Bioscience, Inc.",NAGE,1085.45,NSDQ,12,Medical,Medical - Biomedical and Genetics,13.78,0.05,0.13,0.22
Natural Alternatives International,NAII,21.44,NSDQ,6,Medical,Medical - Drugs,3.47,-1.23,,
Northern Dynasty Minerals,NAK,755.14,AMEX,12,Basic Materials,Mining - Gold,1.4,-0.03,-0.03,-0.03
"KindlyMD, Inc.",NAKA,84.05,NSDQ,12,Medical,Medical Services,13.94,-0.67,,
NAMI Corp.,NAMI,77.94,NSDQ,12,Business Services,Technology Services,1.14,,,
Namib Minerals,NAMM,234.11,NSDQ,12,Basic Materials,Mining - Gold,15.99,-1.24,,
NewAmsterdam Pharma Company N.V.,NAMS,2043.33,NSDQ,12,Medical,Medical - Drugs,18.2,-2.22,-1.81,-2.14
Nanovibronix,NAOV,2.47,NSDQ,12,Medical,Medical - Instruments,0.9545,-13.73,,
NASB Financial,NASB,243.11,OTC,9,Finance,Financial - Savings and Loan,33.69,3.83,,
Nordic American Tankers Limited,NAT,603.49,NYSE,12,Transportation,Transportation - Shipping,2.85,0.22,0.09,0.25
Nathan's Famous,NATH,448.82,NSDQ,3,Retail-Wholesale,Retail - Restaurants,109.75,5.87,,
NCR Atleos Corporation,NATL,2027.82,NYSE,12,Computer and Technology,Internet - Software,27.63,3.22,3.96,4.62
Nature's Sunshine Products,NATR,270.49,NSDQ,12,Medical,Medical - Drugs,14.65,0.46,,
Nautilus Biotechnology,NAUT,89.31,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.708,-0.56,-0.56,-0.64
Navient,NAVI,1356.42,NSDQ,12,Finance,Financial - Consumer Loans,13.41,1.64,1.1,1.33
,NAZ,134.88,NYSE,7,Finance,Financial - Investment Funds,11.63,,,
NioCorp Developments Ltd.,NB,147.63,NSDQ,6,Basic Materials,Mining - Miscellaneous,2.65,-0.24,-0.24,-0.37
"NB Bancorp, Inc.",NBBK,657.65,NSDQ,12,Finance,Banks - Northeast,16.21,1.14,1.48,1.8
Neon Bloom,NBCO,3.5,OTC,12,Finance,Financial - Miscellaneous Services,0.0085,-0.02,,
National Bank,NBHC,1365.68,NYSE,12,Finance,Banks - Southeast,35.85,3.22,3.06,3.35
Nebius Group N.V.,NBIS,11391.61,NSDQ,12,Computer and Technology,Internet - Software and Services,48.32,0.87,-1.33,-0.96
Neurocrine Biosciences,NBIX,12599.34,NSDQ,12,Medical,Medical - Drugs,127.31,3.29,3.79,5.87
Northeast Bancorp,NBN,673.57,NSDQ,6,Finance,Financial - Savings and Loan,82.08,7.58,,
Nabors Industries,NBR,530.17,NYSE,12,Oils-Energy,Oil and Gas - Drilling,33.77,-20.28,-10.17,-2.46
Newbury Street Acquisition,NBST,61.81,OTC,12,Unclassified,Unclassified,12.49,,,
NBT Bancorp,NBTB,1888.89,NSDQ,12,Finance,Banks - Northeast,39.97,2.94,3.47,4.28
Nanobiotix,NBTX,202.2,NSDQ,12,Medical,Medical - Drugs,4.29,-1.56,-0.55,0.43
NovaBay Pharmaceuticals,NBY,3.55,AMEX,12,Medical,Medical - Drugs,0.6101,-2.53,-0.86,
NACCO Industries,NC,291.29,NYSE,12,Oils-Energy,Coal,39.14,4.55,,
,NCA,279.76,NYSE,8,Finance,Financial - Investment Funds,8.45,,,
Nuveen Churchill Direct Lending Corp.,NCDL,835.68,NYSE,12,Finance,Financial - SBIC & Commercial Industry,16.62,2.26,1.9,1.83
Neo-Concept International Group Holdings Limited,NCI,9.55,NSDQ,12,Retail-Wholesale,Retail - Apparel and Shoes,2.35,0.25,,
Northann Corp.,NCL,6.61,AMEX,12,Consumer Discretionary,Furniture,0.1924,-0.35,,
Norwegian Cruise Line,NCLH,8216.78,NYSE,12,Consumer Discretionary,Leisure and Recreation Services,18.39,1.82,2.03,2.37
Nitori Holdings,NCLTY,10849.12,OTC,3,Consumer Staples,Consumer Products - Staples,9.6,0.52,,
National CineMedia,NCMI,496.04,NSDQ,12,Business Services,Advertising and Marketing,5.26,-0.23,-0.05,0.07
nCino,NCNO,3107.23,NSDQ,1,Computer and Technology,Internet - Software,26.8,0.65,0.71,0.89
Netcapital Inc.,NCPL,8.48,NSDQ,4,Business Services,Technology Services,3.87,-28.67,,
"Nocera, Inc.",NCRA,14.5,NSDQ,12,Consumer Staples,Food - Miscellaneous,1.0095,-0.18,,
NCS Multistage,NCSM,81.89,NSDQ,12,Oils-Energy,Oil and Gas - Field Services,32.23,3.6,2.37,2.78
Intercont (Cayman) Limited,NCT,86.13,NSDQ,12,Transportation,Transportation - Shipping,3.25,,,
Nabtesco,NCTKF,1898.56,OTC,12,Transportation,Transportation - Equipment and Leasing,15.805,0.56,,
The9 Limited,NCTY,98.59,NSDQ,12,Computer and Technology,Internet - Content,7.91,-2.15,,
Nasdaq,NDAQ,49586.88,NSDQ,12,Finance,Securities and Exchanges,86.37,2.82,3.2,3.57
Nitto Denko,NDEKY,12735.83,OTC,3,Computer and Technology,Semiconductor - Communications ,18.02,1.28,,
Nine Dragons Paper,NDGPY,1947.27,OTC,6,Industrial Products,Containers - Paper and Packaging,8.3,0.44,,
Noodles & Company,NDLS,35.93,NSDQ,12,Retail-Wholesale,Retail - Restaurants,0.782,-0.45,-0.37,-0.22
"Endo, Inc.",NDOI,1617.84,OTC,12,Medical,Medical - Drugs,21.2,,2.49,
ENDRA Life Sciences,NDRA,2.37,NSDQ,12,Medical,Medical - Instruments,3.21,-46.05,-9.6,-10
Nordson,NDSN,12066.36,NSDQ,10,Industrial Products,Manufacturing - General Industrial ,213.53,9.73,10,10.9
New World Development Co.,NDVLY,402.66,OTC,6,Finance,Real Estate - Development,0.32,-1.18,-0.66,-0.37
Noble Corporation PLC,NE,4588.84,NYSE,12,Oils-Energy,Oil and Gas - Drilling,28.9,2.3,1.19,3.1
Northeast Community Bancorp,NECB,315.11,NSDQ,12,Finance,Banks - Northeast,22.47,3.58,3.18,3.26
NextEra Energy,NEE,147336.23,NYSE,12,Utilities,Utility - Electric Power,71.57,3.43,3.67,3.97
Newegg Commerce,NEGG,429.11,NSDQ,12,Retail-Wholesale,Internet - Commerce,11.28,-2.25,,
New Era Helium Inc.,NEHC,7.98,NSDQ,12,Basic Materials,Mining - Miscellaneous,0.551,,,
Newmont,NEM,64843.2,NYSE,12,Basic Materials,Mining - Gold,58.26,3.48,4.18,4.67
New England Realty Associates Limited Partnership,NEN,205.92,AMEX,12,Finance,Real Estate - Operations,73,133.83,,
NeoGenomics,NEO,894.43,NSDQ,12,Medical,Medical - Biomedical and Genetics,6.95,0.11,0.15,0.29
Neogen,NEOG,1083.02,NSDQ,5,Medical,Medical - Products,4.99,0.45,0.44,0.49
Neonode,NEON,326.43,NSDQ,12,Computer and Technology,Computer - Software,19.45,-0.37,-0.4,-0.36
"NeoVolta, Inc.",NEOV,96.92,NSDQ,6,Oils-Energy,Alternative Energy - Other,2.84,-0.07,,
Nephros,NEPH,37.95,NSDQ,12,Medical,Medical - Products,3.58,0.01,,
